SMILES,SR-ARE,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Cc1cnc(C)c(C)n1,0.0,4.210648148148148,0.984351851851852,4.210648148148148,0.984351851851852,0.5194976140265337,122.171,112.091,122.08439832,48,0,0.0587650424153671,-0.257822392149079,0.257822392149079,0.0587650424153671,1.1111111111111112,1.7777777777777777,2.2222222222222223,14.80038408623883,10.326684191842489,1.917571075764389,-1.959331695130606,1.977379444142702,-1.9163325818160644,5.085832273519383,1.0027397050169868,3.171678030440916,218.15617759993404,6.8533711511285205,5.971777460189542,5.971777460189542,4.198377302757663,2.967694417591911,2.967694417591911,2.18220405909046,2.18220405909046,1.3126983789139477,1.3126983789139477,0.657957950312374,0.657957950312374,-0.9200000000000002,104.2009193065932,6.203762376237624,2.131870870205528,1.2520648217183457,54.9655254245798,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,0.0,0.0,0.0,0.0,20.771211599071872,6.196843571613076,17.081783984545382,0.0,0.0,0.0,9.967957041894415,0.0,20.771211599071872,0.0,23.27862755615846,0.0,0.0,0.0,0.0,0.0,9.967957041894415,0.0,20.771211599071872,17.081783984545382,6.196843571613076,0.0,0.0,25.78,0.0,0.0,0.0,0.0,0.0,17.081783984545382,0.0,6.196843571613076,20.771211599071872,9.967957041894415,0.0,0.0,0.0,8.32638888888889,0.0,3.0219444444444448,0.0,0.0,1.7800925925925926,5.871574074074074,0.0,0.4285714285714285,9,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,1,1.40186,36.243,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)COC(=O)c1ccccc1,0.0,11.326898148148148,-0.2413888888888884,11.326898148148148,0.2413888888888884,0.6645754561212156,178.231,164.11899999999997,178.099379688,70,0,0.3376270409620542,-0.461823846024259,0.461823846024259,0.3376270409620542,1.3076923076923077,1.9230769230769231,2.4615384615384617,16.533195748850346,10.19818775319516,2.0541545228951383,-2.0580868352218835,2.022179196211564,-2.0927230544435416,5.8873358568460255,0.0458740803124078,2.497784440161192,264.6785847993893,9.681798275874712,7.98770497725203,7.98770497725203,6.198377302757663,4.42055585642475,4.42055585642475,3.358333966431129,3.358333966431129,1.5572523441584047,1.5572523441584047,0.8999229735792836,0.8999229735792836,-1.31,895.9030984629084,9.775543199315653,4.651378356698753,3.2792261677717693,78.53118102103066,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,32.04657560476608,18.050640183084614,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,5.917906046161393,13.847474399381248,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,5.917906046161393,24.205463075150064,30.33183534230805,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,18.088239502371305,0.0,0.0,12.13273413692322,32.04657560476608,0.0,4.736862953800049,5.050555555555556,0.0,11.326898148148148,0.0,0.6140277777777781,0.1407057823129255,9.030239040060469,0.0,4.504240362811791,0.0,0.3636363636363636,13,0,2,0,0,0,1,0,1,2,0,2,3,0,0,0,1,2.4994000000000005,51.56250000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)[C@@H]1CC=C(C)CC1,0.0,3.974574829931973,0.7673148148148148,3.974574829931973,0.7673148148148148,0.4850344915595159,136.23799999999997,120.10999999999996,136.125200512,56,0,-0.0170963194460878,-0.099849370815529,0.099849370815529,0.0170963194460878,1.7,2.4,2.8,14.167726438908836,9.860904675999691,2.1127645688555337,-2.194708039201139,2.2685335574867964,-2.0430862491844906,5.0924211840558495,0.5403280569003356,2.495412226862891,162.8771237954945,7.560477932315068,6.983127663125442,6.983127663125442,4.698377302757663,4.009201921767763,4.009201921767763,3.368130306120973,3.368130306120973,2.3348909117743477,2.3348909117743477,1.4128424251168994,1.4128424251168994,-0.52,180.91251467537336,7.585485232067512,3.0462804076265617,1.7285097165599768,63.63869283950128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.801164850570917,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.10993926815928,0.0,23.801164850570917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.10993926815928,23.801164850570917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,24.83556939884729,5.573104530069267,0.0,26.502430189813627,0.0,0.0,0.0,0.0,0.0,2.9039351851851856,0.7673148148148148,0.0,6.16587962962963,8.329537037037037,0.0,0.6,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3.308900000000002,45.91200000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],0.0,8.25,-1.75,8.25,0.0,0.259584284389671,164.086,164.086,163.93822670000003,48,0,2.0,-0.3562938630350668,2.0,0.3562938630350668,0.7777777777777778,0.7777777777777778,0.7777777777777778,16.55371090226356,10.107287015233975,2.1572703864426384,-2.127318290130443,2.228343826261751,-2.1983755598136003,5.932655863317744,0.031696790147237,-7.199999951999999e-08,69.05865002596163,7.154700538379252,4.0510237149696415,6.259392881205745,3.4641016151377544,1.0954451150103324,1.0954451150103324,0.447213595499958,0.447213595499958,0.0,0.0,0.0,0.0,-0.34025974025974,19.96089998269225,15.861342773282166,10.60560930341533,2119.2681546878075,78.29840401053394,30.643142587085727,0.0,0.0,0.0,0.0,37.738234506165625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.173238085865083,10.173238085865083,37.738234506165625,0.0,0.0,0.0,0.0,0.0,30.643142587085727,0.0,0.0,0.0,0.0,0.0,47.91147259203071,0.0,30.643142587085727,0.0,0.0,0.0,0.0,132.4,10.173238085865083,0.0,0.0,37.738234506165625,0.0,0.0,0.0,0.0,0.0,0.0,30.643142587085727,0.0,0.0,16.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,8,0,0,0,0,0,0,6,0,9,0,0,0,0,0,-0.8590000000000002,26.476800000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc1ccc(N)c([N+](=O)[O-])c1,1.0,10.243981481481482,-0.5637962962962964,10.243981481481482,0.1288888888888892,0.3533702087308726,153.14100000000002,146.08499999999998,153.053826464,58,0,0.2936608826797371,-0.3985225938557963,0.3985225938557963,0.2936608826797371,1.3636363636363635,2.0,2.4545454545454546,16.628409308669955,10.232567632586822,2.0925625579153757,-1.960949069413972,2.2229893655600828,-1.961413899844155,5.634385745273906,-0.3834023626424075,3.232208870305491,297.8789117242989,8.430721420318147,5.650461522375814,5.650461522375814,5.109060905280622,2.904139310322301,2.904139310322301,2.0753628980232453,2.0753628980232453,1.2511894338103609,1.2511894338103609,0.718813227379086,0.718813227379086,-1.7800000000000002,267.18881006907867,7.328459869848155,2.4517901863265896,1.3728506132569875,62.76416023602219,11.46733495432437,5.687386274683562,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,0.0,12.13273413692322,11.753753343145172,4.923311048817671,4.923311048817671,17.062158824050687,0.0,0.0,0.0,0.0,11.46733495432437,28.313419474150404,0.0,11.46733495432437,17.062158824050687,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,18.19910120538483,0.0,0.0,95.18,4.923311048817671,10.114318268765572,0.0,11.374772549367124,5.687386274683562,0.0,18.19910120538483,0.0,0.0,0.0,11.46733495432437,0.0,0.0,9.680185185185186,10.243981481481482,10.917962962962964,0.0,4.15787037037037,0.0,0.0,0.0,0.0,11,4,5,0,0,0,1,0,1,4,2,5,1,0,0,0,1,0.7592000000000001,41.9212,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1COc2ccccc2N1,0.0,5.473194444444445,0.4212037037037035,5.473194444444445,0.4212037037037035,0.6077370598108216,149.19299999999998,138.105,149.084063972,58,0,0.1420018731666408,-0.4892987356510361,0.4892987356510361,0.1420018731666408,1.4545454545454546,2.272727272727273,3.1818181818181817,16.48145434777548,10.201787294324962,2.123313882888564,-2.2375548310965594,2.269368194691753,-2.2747872373791456,5.574398217259797,0.2916562074855501,2.342194375329661,259.4945752240396,7.681798275874712,6.50210641759854,6.50210641759854,5.360173345306137,3.8444232432646728,3.8444232432646728,2.852548789051115,2.852548789051115,1.777798508184641,1.777798508184641,1.2336549176047926,1.2336549176047926,-1.1800000000000002,487.8529731213885,6.525204642597232,2.4557586585585733,1.158238765145723,66.18380572227248,10.05365155780638,12.356393797796825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,19.056471336613843,0.0,11.729227103831525,4.736862953800049,5.687386274683562,0.0,0.0,0.0,12.965578028838586,11.923670568519247,24.26546827384644,5.749511833283905,10.05365155780638,5.687386274683562,5.749511833283905,0.0,12.64872279366088,0.0,0.0,6.923737199690624,24.26546827384644,0.0,0.0,21.26,0.0,0.0,0.0,0.0,6.041840829147961,18.043780072480384,0.0,0.0,24.26546827384644,12.240525803696954,4.736862953800049,5.473194444444445,0.0,0.0,3.334814814814815,1.1030092592592595,0.9635185185185188,8.424120370370371,0.0,2.868009259259259,0.0,0.3333333333333333,11,1,2,0,1,1,1,0,1,2,1,2,0,0,0,0,2,1.8794,45.02170000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)c1cc(Cl)cc(Cl)c1O,0.0,10.44891975308642,-1.2667592592592596,10.44891975308642,0.0695370370370365,0.7426057269933065,207.012,202.98,205.953749348,64,0,0.3390817996810379,-0.5054756106007975,0.5054756106007975,0.3390817996810379,1.3333333333333333,1.9166666666666667,2.4166666666666665,35.49683461303536,10.180343684547069,2.128361676899231,-2.0098695834879705,2.3027682889660923,-1.9617090306146971,6.358084462433431,0.0693506081863609,3.3738590108748685,335.66852769827057,9.300964908321223,5.713304965861485,7.225162857898394,5.519744507803581,2.934002752120368,3.6899316981388233,2.0889318189184567,2.9325677261310474,1.2585864420419788,1.7649198211211257,0.7290104326827006,1.222425180648182,-0.9300000000000002,391.6090567128999,9.1603342366757,3.207836991166137,1.6242503552033756,78.15286729209271,10.213054789681411,11.3129633249809,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,23.20187978046503,12.13273413692322,5.022633313741326,5.022633313741326,15.007591973753234,29.17118506841688,0.0,0.0,0.0,0.0,0.0,27.741452256102868,5.749511833283905,0.0,0.0,5.749511833283905,23.20187978046503,16.182360077633263,0.0,0.0,10.357988675768818,12.13273413692322,10.045266627482652,0.0,57.53,11.718817121235755,4.794537184071822,0.0,15.608718119179647,0.0,6.06636706846161,6.06636706846161,0.0,0.0,0.0,33.41493457014644,0.0,10.972685185185185,10.44891975308642,17.764814814814816,-0.2986111111111105,-1.7310493827160496,2.398796296296296,0.0,0.0,0.0,0.0,12,2,3,0,0,0,1,0,1,2,2,5,1,0,0,0,1,2.3972,45.08610000000001,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CCCCCOC(=O)CCS,0.0,10.912863467918031,-0.1214263143529015,10.912863467918031,0.1214263143529015,0.3848383939286176,218.362,196.186,218.134050944,84,0,0.3061079715854794,-0.4656532046445961,0.4656532046445961,0.3061079715854794,1.2857142857142858,2.0,2.571428571428572,32.116866390762674,10.05891180504468,1.9974012142495636,-2.0484098716743797,2.075107766358491,-2.0566305865369814,7.797714962384553,-0.1427530188319137,3.092076464177061,146.22295770630774,10.811554787871634,9.290807913923144,10.18523510492306,6.663902460147014,5.429653410511903,6.062108942545579,3.937259134699449,4.384472730199406,2.004789236156695,2.228396033906674,1.180884736204176,1.3634589220392312,-0.18,975.8620434336428,13.82,9.377927959437129,9.90460236886633,92.81880616474798,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,12.628789148012991,0.0,33.10993926815928,12.338727669087405,5.752853606746789,13.027703587438928,9.53140013787187,18.59809443596484,0.0,0.0,5.917906046161393,45.95158251401131,12.359735571259709,0.0,0.0,0.0,0.0,0.0,12.628789148012991,18.32904085921156,9.53140013787187,5.917906046161393,45.95158251401131,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,18.78055719418572,18.75954929201341,12.84164324585202,0.0,0.0,26.47626354739424,4.736862953800049,5.001648242630385,3.960102608736417,10.912863467918031,0.0,0.0,1.2335338673271572,0.0,5.0821856016068985,5.031888434003333,0.0,0.9090909090909092,14,0,2,0,0,0,0,0,0,3,1,3,8,0,0,0,0,3.0659000000000023,62.73500000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.0,10.76996834845049,-5.1303125000000005,10.76996834845049,0.4373842592592585,0.352101171540398,263.037,256.989,262.941108412,76,0,0.2493109316901268,-0.4116278816046624,0.4437324005614907,0.2470162273626662,1.3571428571428572,1.9285714285714288,2.357142857142857,16.55371090226356,10.107287015233975,2.1572703864426384,-2.127318290130443,2.228343826261751,-2.1983755598136003,5.932655863317744,0.031696790147237,3.3407233346083838,424.32994781740126,10.930721420318148,6.692863656460258,8.56944006868475,6.320385770685809,3.3565768224676886,6.739435109878047,2.474156192424634,5.840427233509613,1.4920429613653912,3.4870393654146894,0.8392431244718714,2.012458861297465,-1.301558441558442,865.2657200238334,10.777191379464693,3.450684955691629,2.1373091224328324,80.76341337124958,0.0,0.0,0.0,0.0,0.0,80.23478220439009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.960676944615187,24.211173952340587,0.0,0.0,0.0,0.0,0.0,28.3134194741504,5.749511833283905,4.351191435836559,5.687386274683562,5.749511833283905,0.0,32.39378404986985,3.739489136565806,10.114318268765572,0.0,18.19910120538483,0.0,0.0,120.9,34.883996834442165,13.85380740533138,0.0,0.0,6.06636706846161,12.13273413692322,0.0,0.0,0.0,0.0,13.297876759231713,27.840071806500376,-5.1303125000000005,9.387876511715795,19.28351001511716,-0.7155266203703701,-0.6224999999999998,2.5193807870370364,0.0,0.0,0.0,0.0,14,3,7,0,0,0,1,0,1,4,3,8,2,0,0,0,1,-1.1386000000000005,45.27330000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0,11.580087480661074,-0.7730399659863947,11.580087480661074,0.0015663580246911,0.2501080278690377,398.5680000000001,372.36000000000007,398.0891515519999,140,0,0.3061327019870548,-0.4647813745265485,0.4647813745265485,0.3061327019870548,0.7083333333333334,1.0,1.2083333333333333,32.119079342290306,9.87618361717744,2.336353880196855,-2.3064425316857347,2.246835786064502,-2.38814804195536,7.800825508778696,-0.1613386518982132,4.809428473983668,347.6119776072702,18.424438962994,13.862198341148533,16.545479914148277,11.42418123747134,7.721434088566006,9.618800684667033,5.256424591412089,6.598065377911961,3.3158105499551,3.986630943205036,1.6223146308907035,2.170037188395869,-0.5400000000000001,113380.22241736708,23.46,13.717283719045223,10.350837519339974,159.13884260823917,14.210588861400147,19.820645893538757,0.0,0.0,0.0,17.90791586385555,14.383611552215466,0.0,37.886367444038974,0.0,6.923737199690624,6.4208216229260096,17.258560820240366,24.67745533817481,28.59420041361561,55.79428330789452,0.0,0.0,5.41499046939678,32.60702369139466,37.07920671377912,0.0,0.0,0.0,0.0,0.0,37.886367444038974,54.987122577634665,28.59420041361561,5.41499046939678,32.60702369139466,0.0,0.0,0.0,78.9,23.322906333252327,14.383611552215466,0.0,39.08311076231678,23.67938244316638,0.0,0.0,0.0,6.923737199690624,37.886367444038974,14.210588861400147,15.668291551188377,11.931717301207293,34.74026244198322,0.0,-0.7730399659863947,-0.0488078703703691,0.0,1.0504213654010726,1.84782184324347,0.0,0.8,24,0,6,0,0,0,0,0,0,9,3,9,13,0,0,0,0,1.9721,101.01100000000004,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCOc1c(Br)cc(Br)cc1Br,0.0,5.439074074074074,0.4988416477702193,5.439074074074074,0.4988416477702193,0.7097167180905628,370.866,363.81000000000006,367.804701144,70,0,0.1476987555685532,-0.4871747310647674,0.4871747310647674,0.1476987555685532,1.2307692307692308,1.7692307692307692,2.230769230769231,79.92079584365266,10.33096519099308,2.063104839415793,-2.079662083793095,2.3575710051588064,-1.9409346160281813,9.113614858713316,0.3583320633120423,2.981577749740341,299.6310072666452,9.844934982691242,6.688406079433517,11.44639569677763,6.147065707741407,3.530943108647563,5.90993791731962,2.298238466623709,4.922587793764439,1.3085756457570803,2.9444904972150368,0.8091071914909191,3.296704237384537,0.1999999999999998,727.7939332769673,11.275757575757575,5.172958355868036,3.110695029899029,102.55281447693348,4.736862953800049,12.356393797796825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.584899688381725,43.99262193282192,4.472719515832414,8.945439031664828,4.736862953800049,47.78983169384804,0.0,0.0,0.0,0.0,6.606881964512918,38.20584847485284,5.749511833283905,4.736862953800049,0.0,5.749511833283905,47.78983169384804,6.606881964512918,0.0,0.0,0.0,38.20584847485284,0.0,0.0,9.23,0.0,0.0,0.0,0.0,6.606881964512918,19.167670380781143,0.0,6.076020106833881,12.13273413692322,54.36876737744655,4.736862953800049,8.261669501133788,10.197179193436634,0.0,0.0,0.0,0.7945370370370373,3.867424414210128,1.709250637755102,4.086605883093979,0.0,0.1111111111111111,13,0,1,0,0,0,1,0,1,1,0,4,3,0,0,0,1,4.538900000000002,65.23400000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0.0,9.70976851851852,-0.0289351851851853,9.70976851851852,0.0289351851851853,0.6179494584335713,156.269,136.10899999999998,156.15141526,66,0,0.0572930255771365,-0.3928209088894812,0.3928209088894812,0.0572930255771365,1.2727272727272727,1.9090909090909087,2.363636363636364,16.267157471795397,9.754711401801334,2.2807150030989267,-2.3339948177414267,2.3250275437386634,-2.3114105196376835,4.790134798165738,0.0265604803353597,2.437159260034696,120.0411847243922,8.430721420318147,7.877935015818105,7.877935015818105,5.109060905280621,4.789909525838158,4.789909525838158,4.3934434362154375,4.3934434362154375,2.987189908042564,2.987189908042564,2.1518823276524324,2.1518823276524324,-0.04,252.1073814437375,9.05124087591241,3.572828505247505,2.193985626557494,69.8121326560658,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19203322199788,30.5953613843362,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,17.75371813848418,46.1376428555982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,17.75371813848418,40.0336764678499,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,6.103966387748303,11.835812092322788,12.338727669087405,12.84164324585202,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,9.70976851851852,0.0,1.9478703703703697,0.0,3.515462962962963,6.660231481481482,0.0,1.0,11,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,2.439500000000001,47.34980000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(=C/c1ccccc1)\c1ccccc1,1.0,2.1203703703703702,1.2327343159486015,2.1203703703703702,1.2327343159486015,0.6155243653321553,180.25,168.15399999999997,180.093900384,68,0,-0.0256461803471147,-0.0622260991075257,0.0622260991075257,0.0256461803471147,0.5,0.8571428571428571,1.2142857142857142,13.897024177335384,10.135516398413005,1.839671010433748,-1.9220120081240888,2.06397500930356,-1.7009494438695805,5.687793556641816,1.6450082270546516,2.159341417811232,357.0681482751901,9.639981912617824,7.928203230275511,7.928203230275511,6.949489742783179,4.732050807568879,4.732050807568879,3.154700538379253,3.154700538379253,2.0673784956167816,2.0673784956167816,1.3207501495497929,1.3207501495497929,-1.8199999999999996,2714.3052865680856,8.763953707392217,4.425683220750488,2.332039674626311,84.52877852216996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.81571089828387,11.126902983393991,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,60.6636706846161,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,36.39820241076966,36.417508487514205,0.0,0.0,0.0,0.0,0.0,2.4654686318972034,0.0,20.627123960695396,4.2407407407407405,0.0,0.0,0.0,14,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,3.857000000000003,61.81200000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
